"year","event","incident_number","incident_start","incident_end","declaration_date","declaration_url","state","incident_type","valid_ihp_applications","eligible_ihp_applications","ihp_eligibility_rate","ihp_average_award","ihp_total","pa_total","pa_projects_count","cdbg_dr_allocation","frn1_date","frn1_days_since_disaster","frn1_url","frn1_grantee1_name","frn1_grantee1_url","frn1_grantee1_amount","frn1_grantee2_name","frn1_grantee2_url","frn1_grantee2_amount","frn1_grantee3_name","frn1_grantee3_url","frn1_grantee3_amount","frn1_grantee4_name","frn1_grantee4_url","frn1_grantee4_amount","frn1_grantee5_name","frn1_grantee5_url","frn1_grantee5_amount","frn1_grantee6_name","frn1_grantee6_url","frn1_grantee6_amount","frn1_grantee7_name","frn1_grantee7_url","frn1_grantee7_amount","frn1_grantee8_name","frn1_grantee8_url","frn1_grantee8_amount","frn1_grantee9_name","frn1_grantee9_url","frn1_grantee9_amount","frn2_date","frn2_url","frn2_grantee1_name","frn2_grantee1_url","frn2_grantee1_amount","frn2_grantee2_name","frn2_grantee2_url","frn2_grantee2_amount","frn2_grantee3_name","frn2_grantee3_url","frn2_grantee3_amount","frn2_grantee4_name","frn2_grantee4_url","frn2_grantee4_amount","frn3_date","frn3_url","frn3_grantee1_name","frn3_grantee1_url","frn3_grantee1_amount","frn3_grantee2_name","frn3_grantee2_url","frn3_grantee2_amount","frn3_grantee3_name","frn3_grantee3_url","frn3_grantee3_amount","frn3_grantee4_name","frn3_grantee4_url","frn3_grantee4_amount","frn4_date","frn4_url","frn4_grantee1_name","frn4_grantee1_url","frn4_grantee1_amount"
2013,"New Mexico Severe Storms, Flooding, and Mudslides",4152,"2013-09-09","2013-09-22","2013-10-29","https://www.fema.gov/disaster/4152","NM","Flood",NA,NA,NA,NA,NA,41613558.68,756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"New Mexico Severe Storms and Flooding",4151,"2013-09-13","2013-09-16","2013-10-24","https://www.fema.gov/disaster/4151","NM","Severe Storm",NA,NA,NA,NA,NA,4347340.77,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Kansas Severe Storms, Straight-Line Winds, Tornadoes, and Flooding",4150,"2013-07-22","2013-08-16","2013-10-22","https://www.fema.gov/disaster/4150","KS","Severe Storm",NA,NA,NA,NA,NA,10080741.37,513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Pennsylvania Severe Storms, Tornadoes, and Flooding",4149,"2013-06-26","2013-07-11","2013-10-01","https://www.fema.gov/disaster/4149","PA","Severe Storm",NA,NA,NA,NA,NA,12093557.1,336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"New Mexico Severe Storms and Flooding",4148,"2013-07-23","2013-07-28","2013-09-30","https://www.fema.gov/disaster/4148","NM","Severe Storm",NA,NA,NA,NA,NA,5540702.34,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"New Mexico Severe Storms and Flooding",4147,"2013-07-19","2013-07-21","2013-09-27","https://www.fema.gov/disaster/4147","NM","Severe Storm",NA,NA,NA,NA,NA,72568.6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"North Carolina Severe Storms, Flooding, Landslides, and Mudslides",4146,"2013-07-03","2013-07-13","2013-09-25","https://www.fema.gov/disaster/4146","NC","Flood",NA,NA,NA,NA,NA,10450593.04,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Colorado Severe Storms, Flooding, Landslides, and Mudslides",4145,"2013-09-11","2013-09-30","2013-09-14","https://www.fema.gov/disaster/4145","CO","Flood",28031,16551,59.05,3736.87,61848927.77,370891675.36,1051,106782000,"2013-12-16",93,"https://www.govinfo.gov/content/pkg/FR-2013-12-16/pdf/2013-29834.pdf","State of Colorado","https://dlg.colorado.gov/2013-floods-and-fires",20933333,"","",NA,"","",NA,"","",NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"2014-06-03","https://www.govinfo.gov/content/pkg/FR-2014-06-03/pdf/2014-12709.pdf","State of Colorado","https://dlg.colorado.gov/2013-floods-and-fires",66433333,"","",NA,"","",NA,"","",NA,"2015-01-08","https://www.govinfo.gov/content/pkg/FR-2015-01-08/pdf/2015-00109.pdf","State of Colorado","https://dlg.colorado.gov/2013-floods-and-fires",19415333,"","",NA,"","",NA,"","",NA,"","","","",NA
2013,"Missouri Severe Storms, Straight-Line Winds and Flooding",4144,"2013-08-02","2013-08-14","2013-09-06","https://www.fema.gov/disaster/4144","MO","Severe Storm",NA,NA,NA,NA,NA,17444635.14,381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Arkansas Severe Storms and Flooding",4143,"2013-08-08","2013-08-14","2013-09-04","https://www.fema.gov/disaster/4143","AR","Severe Storm",NA,NA,NA,NA,NA,7781424.57,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"California Wildfire",4142,"2013-07-29","2013-08-01","2013-08-29","https://www.fema.gov/disaster/4142","CA","Fire",NA,NA,NA,NA,NA,444517.27,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Wisconsin Severe Storms, Flooding, and Mudslides",4141,"2013-06-20","2013-06-28","2013-08-08","https://www.fema.gov/disaster/4141","WI","Severe Storm",NA,NA,NA,NA,NA,5737610.09,244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Vermont Severe Storms and Flooding",4140,"2013-06-25","2013-07-11","2013-08-02","https://www.fema.gov/disaster/4140","VT","Flood",NA,NA,NA,NA,NA,6120311.36,289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"New Hampshire Severe Storms, Tornadoes, and Flooding",4139,"2013-06-26","2013-07-03","2013-08-02","https://www.fema.gov/disaster/4139","NH","Severe Storm",NA,NA,NA,NA,NA,5894106.95,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Florida Severe Storms and Flooding",4138,"2013-07-02","2013-07-07","2013-08-02","https://www.fema.gov/disaster/4138","FL","Severe Storm",NA,NA,NA,NA,NA,40512583.94,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"South Dakota Severe Storms, Tornadoes, and Flooding",4137,"2013-06-19","2013-06-29","2013-08-02","https://www.fema.gov/disaster/4137","SD","Severe Storm",NA,NA,NA,NA,NA,1123030.7,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Texas Explosion",4136,"2013-04-17","2013-04-20","2013-08-02","https://www.fema.gov/disaster/4136","TX","Other",NA,NA,NA,NA,NA,28828351.7,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Iowa Severe Storms, Tornadoes, and Flooding",4135,"2013-06-21","2013-06-28","2013-07-31","https://www.fema.gov/disaster/4135","IA","Severe Storm",NA,NA,NA,NA,NA,4526189.62,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Colorado Black Forest Wildfire",4134,"2013-06-11","2013-06-21","2013-07-26","https://www.fema.gov/disaster/4134","CO","Fire",NA,NA,NA,NA,NA,6575367.64,18,106782000,"2013-12-16",143,"https://www.govinfo.gov/content/pkg/FR-2013-12-16/pdf/2013-29834.pdf","State of Colorado","https://dlg.colorado.gov/2013-floods-and-fires",20933333,"","",NA,"","",NA,"","",NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"2014-06-03","https://www.govinfo.gov/content/pkg/FR-2014-06-03/pdf/2014-12709.pdf","State of Colorado","https://dlg.colorado.gov/2013-floods-and-fires",66433333,"","",NA,"","",NA,"","",NA,"2015-01-08","https://www.govinfo.gov/content/pkg/FR-2015-01-08/pdf/2015-00109.pdf","State of Colorado","https://dlg.colorado.gov/2013-floods-and-fires",19415333,"","",NA,"","",NA,"","",NA,"","","","",NA
2013,"Colorado Royal Gorge Fire",4133,"2013-06-11","2013-06-16","2013-07-26","https://www.fema.gov/disaster/4133","CO","Fire",NA,NA,NA,NA,NA,172516.43,8,106782000,"2013-12-16",143,"https://www.govinfo.gov/content/pkg/FR-2013-12-16/pdf/2013-29834.pdf","State of Colorado","https://dlg.colorado.gov/2013-floods-and-fires",20933333,"","",NA,"","",NA,"","",NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"2014-06-03","https://www.govinfo.gov/content/pkg/FR-2014-06-03/pdf/2014-12709.pdf","State of Colorado","https://dlg.colorado.gov/2013-floods-and-fires",66433333,"","",NA,"","",NA,"","",NA,"2015-01-08","https://www.govinfo.gov/content/pkg/FR-2015-01-08/pdf/2015-00109.pdf","State of Colorado","https://dlg.colorado.gov/2013-floods-and-fires",19415333,"","",NA,"","",NA,"","",NA,"","","","",NA
2013,"West Virginia Severe Storms and Flooding",4132,"2013-06-13","2013-06-13","2013-07-26","https://www.fema.gov/disaster/4132","WV","Flood",NA,NA,NA,NA,NA,3176453.98,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Minnesota Severe Storms, Straight-Line Winds, and Flooding",4131,"2013-06-20","2013-06-26","2013-07-25","https://www.fema.gov/disaster/4131","MN","Severe Storm",NA,NA,NA,NA,NA,13617495.29,604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Missouri Severe Storms, Straight-Line Winds, Tornadoes, and Flooding",4130,"2013-05-29","2013-06-10","2013-07-18","https://www.fema.gov/disaster/4130","MO","Severe Storm",NA,NA,NA,NA,NA,8883820.41,255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"New York Severe Storms and Flooding",4129,"2013-06-26","2013-07-10","2013-07-12","https://www.fema.gov/disaster/4129","NY","Flood",NA,NA,NA,NA,NA,68122646.67,640,450996857,"2013-11-18",129,"https://www.govinfo.gov/content/pkg/FR-2013-11-18/pdf/2013-27506.pdf","State of New York","https://hcr.ny.gov/cdbg-disaster-recovery",299571429,"","",NA,"","",NA,"","",NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"2014-10-16","https://www.govinfo.gov/content/pkg/FR-2014-10-16/pdf/2014-24662.pdf","New York City","https://www.nyc.gov/site/cdbgdr/index.page",91293714,"State of New York","https://hcr.ny.gov/cdbg-disaster-recovery",60131714,"","",NA,"","",NA,"","","","",NA,"","",NA,"","",NA,"","",NA,"","","","",NA
2013,"North Dakota Severe Storms and Flooding",4128,"2013-05-17","2013-06-16","2013-07-12","https://www.fema.gov/disaster/4128","ND","Severe Storm",NA,NA,NA,NA,NA,9912193.24,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Montana Flooding",4127,"2013-05-19","2013-06-03","2013-07-10","https://www.fema.gov/disaster/4127","MT","Flood",NA,NA,NA,NA,NA,2671017.05,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Iowa Severe Storms, Tornadoes, and Flooding",4126,"2013-05-19","2013-06-14","2013-07-02","https://www.fema.gov/disaster/4126","IA","Severe Storm",NA,NA,NA,NA,NA,20087867.18,636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"South Dakota Severe Storms, Tornado, and Flooding",4125,"2013-05-24","2013-05-31","2013-06-28","https://www.fema.gov/disaster/4125","SD","Severe Storm",NA,NA,NA,NA,NA,1084262.35,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Arkansas Severe Storms, Tornadoes, and Flooding",4124,"2013-05-30","2013-06-03","2013-06-25","https://www.fema.gov/disaster/4124","AR","Severe Storm",NA,NA,NA,NA,NA,6593153.21,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"North Dakota Severe Storms and Flooding",4123,"2013-05-25","2013-06-01","2013-06-25","https://www.fema.gov/disaster/4123","ND","Flood",NA,NA,NA,NA,NA,239920.61,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Alaska Flooding",4122,"2013-05-17","2013-06-11","2013-06-25","https://www.fema.gov/disaster/4122","AK","Flood",375,292,77.87,11952.57,3490150.63,33351764.74,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Michigan Flooding",4121,"2013-04-16","2013-05-14","2013-06-18","https://www.fema.gov/disaster/4121","MI","Flood",NA,NA,NA,NA,NA,4718997.86,323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Vermont Severe Storms and Flooding",4120,"2013-05-22","2013-05-26","2013-06-13","https://www.fema.gov/disaster/4120","VT","Flood",NA,NA,NA,NA,NA,1914682.79,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Iowa Severe Storms, Straight-Line Winds, and Flooding",4119,"2013-04-17","2013-04-30","2013-05-31","https://www.fema.gov/disaster/4119","IA","Flood",NA,NA,NA,NA,NA,7571124.81,256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"North Dakota Flooding",4118,"2013-04-22","2013-05-16","2013-05-29","https://www.fema.gov/disaster/4118","ND","Flood",NA,NA,NA,NA,NA,6587626.82,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Oklahoma Severe Storms, Tornadoes, and Flooding",4117,"2013-05-18","2013-06-02","2013-05-20","https://www.fema.gov/disaster/4117","OK","Tornado",15377,3663,23.82,4130.74,15130900.23,55032768.45,661,99050000,"2013-12-16",210,"https://www.govinfo.gov/content/pkg/FR-2013-12-16/pdf/2013-29834.pdf","State of Oklahoma","https://www.okcommerce.gov/reporting-compliance/cdbg-disaster-recovery/",5300000,"City of Moore","https://www.cityofmoore.com/departments/grants-programs/disaster-recovery",26300000,"","",NA,"","",NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"2014-06-03","https://www.govinfo.gov/content/pkg/FR-2014-06-03/pdf/2014-12709.pdf","State of Oklahoma","https://www.okcommerce.gov/reporting-compliance/cdbg-disaster-recovery/",41550000,"City of Moore","https://www.cityofmoore.com/departments/grants-programs/disaster-recovery",25900000,"","",NA,"","",NA,"","","","",NA,"","",NA,"","",NA,"","",NA,"","","","",NA
2013,"Illinois Severe Storms, Straight-Line Winds, and Flooding",4116,"2013-04-16","2013-05-05","2013-05-10","https://www.fema.gov/disaster/4116","IL","Flood",95242,62398,65.52,2711.72,169205736.75,32577023.15,1145,183417000,"2013-12-16",220,"https://www.govinfo.gov/content/pkg/FR-2013-12-16/pdf/2013-29834.pdf","State of Illinois","https://dceo.illinois.gov/communityservices/disasterrecovery/2013cdbgdr.html",1800000,"City of Chicago","https://www.chicago.gov/city/en/depts/obm/provdrs/grants/svcs/CDBG-DR.html",4300000,"Cook County","https://www.cookcountyil.gov/service/disaster-recovery-and-resilience",13900000,"Du Page County","https://www.dupagecounty.gov/government/departments/community_services/municipalities_and_non-profits/community_development_commission/cdbgdr.php",7000000,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"2014-06-03","https://www.govinfo.gov/content/pkg/FR-2014-06-03/pdf/2014-12709.pdf","State of Illinois","https://dceo.illinois.gov/communityservices/disasterrecovery/2013cdbgdr.html",3400000,"City of Chicago","https://www.chicago.gov/city/en/depts/obm/provdrs/grants/svcs/CDBG-DR.html",47700000,"Cook County","https://www.cookcountyil.gov/service/disaster-recovery-and-resilience",54900000,"Du Page County","https://www.dupagecounty.gov/government/departments/community_services/municipalities_and_non-profits/community_development_commission/cdbgdr.php",18900000,"2015-01-08","https://www.govinfo.gov/content/pkg/FR-2015-01-08/pdf/2015-00109.pdf","City of Chicago","https://www.chicago.gov/city/en/depts/obm/provdrs/grants/svcs/CDBG-DR.html",11075000,"Cook County","https://www.cookcountyil.gov/service/disaster-recovery-and-resilience",14816000,"Du Page County","https://www.dupagecounty.gov/government/departments/community_services/municipalities_and_non-profits/community_development_commission/cdbgdr.php",5626000,"","",NA,"","","","",NA
2013,"South Dakota Severe Winter Storm and Snowstorm",4115,"2013-04-08","2013-04-10","2013-05-10","https://www.fema.gov/disaster/4115","SD","Severe Storm",NA,NA,NA,NA,NA,8219758.23,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Iowa Severe Winter Storm",4114,"2013-04-09","2013-04-11","2013-05-06","https://www.fema.gov/disaster/4114","IA","Severe Storm",NA,NA,NA,NA,NA,12415886.56,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Minnesota Severe Winter Storm",4113,"2013-04-09","2013-04-11","2013-05-03","https://www.fema.gov/disaster/4113","MN","Severe Storm",NA,NA,NA,NA,NA,8936755.05000001,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
